emp_no,first_name,last_name,salary,title,from_date
10432,Hisao,Tiemann,40000,Senior Staff,1996-08-12
10432,Hisao,Tiemann,40000,Staff,1990-08-13
10451,Bodh,Ranta,46275,Assistant Engineer,1988-03-12
10451,Bodh,Ranta,46275,Engineer,1993-03-12
10451,Bodh,Ranta,46275,Senior Engineer,1998-03-12
10453,Tsvetan,Matzel,40000,Senior Staff,1993-04-02
10453,Tsvetan,Matzel,40000,Staff,1985-04-02
10463,Ung,Zaiane,66480,Staff,1994-02-17
10486,Amstein,Kossowski,71692,Engineer,1987-10-08
10486,Amstein,Kossowski,71692,Senior Engineer,1996-10-07
10494,Yakkov,Servieres,50094,Engineer,1991-12-18
10494,Yakkov,Servieres,50094,Senior Engineer,2000-12-17
10504,Xiong,Varker,43931,Staff,1999-10-19
10512,Udi,Gihr,40000,Senior Staff,1998-11-28
10512,Udi,Gihr,40000,Staff,1989-11-28
10522,Marke,Cesareni,40000,Senior Staff,1995-12-12
10522,Marke,Cesareni,40000,Staff,1986-12-12
10548,Ramalingam,Gunderson,90631,Senior Staff,1993-07-04
10548,Ramalingam,Gunderson,90631,Staff,1986-07-04
10564,Jianhao,Thisen,46660,Engineer,1995-11-23
10564,Jianhao,Thisen,46660,Senior Engineer,2000-11-22
10623,Aleksander,Danlos,60268,Engineer,1992-01-15
10623,Aleksander,Danlos,60268,Senior Engineer,1999-01-15
10628,Krisda,Krogh,41650,Assistant Engineer,1987-03-14
10628,Krisda,Krogh,41650,Engineer,1994-03-14
10628,Krisda,Krogh,41650,Senior Engineer,2001-03-14
10631,Inderjeet,Chaudhuri,40000,Engineer,1994-10-18
10642,Hirochika,Narlikar,40000,Engineer,1998-10-05
10653,Otmar,Feinberg,40000,Senior Engineer,1987-04-30
10671,Parviz,Rebaine,74037,Senior Staff,2001-09-13
10671,Parviz,Rebaine,74037,Staff,1995-09-14
10676,Valeri,Danley,58226,Engineer,1999-09-04
10693,Berhard,Daescu,40000,Senior Staff,1991-01-08
10693,Berhard,Daescu,40000,Staff,1986-01-08
10702,Bader,Szemeredi,46581,Senior Engineer,1991-01-14
10718,Adib,Rullman,75473,Engineer,1988-07-21
10718,Adib,Rullman,75473,Senior Engineer,1997-07-21
10726,Zita,Minakawa,46315,Engineer,1992-02-25
10726,Zita,Minakawa,46315,Senior Engineer,2001-02-24
10734,Sachar,Erdi,47377,Engineer,1995-12-19
10745,Poorav,Ranze,40000,Engineer,1988-01-23
10745,Poorav,Ranze,40000,Senior Engineer,1997-01-22
10749,King,Brendel,60829,Engineer,1985-09-26
10749,King,Brendel,60829,Senior Engineer,1990-09-26
10767,Monique,Doering,40651,Staff,1997-07-15
10768,Ishfaq,Candan,65717,Engineer,1985-07-04
10768,Ishfaq,Candan,65717,Senior Engineer,1990-07-04
10778,Selwyn,Merey,64996,Senior Staff,1986-07-04
10791,Tadahiko,Sgarro,40000,Engineer,1988-07-30
10791,Tadahiko,Sgarro,40000,Senior Engineer,1995-07-31
10795,Supot,Naudin,84206,Senior Staff,1999-05-03
10795,Supot,Naudin,84206,Staff,1993-05-03
10808,Chenxi,Leijenhorst,40000,Senior Engineer,1987-03-07
10835,Tomoyuki,Kermarrec,40000,Engineer,1995-08-22
10836,Jianhua,Leivant,65502,Senior Staff,1987-08-10
10844,Dipayan,Koprowski,40000,Engineer,1997-04-25
10847,Theirry,Danley,40000,Senior Staff,1992-07-24
10847,Theirry,Danley,40000,Staff,1986-07-25
10848,Fen,Bratsberg,50475,Engineer,1985-04-20
10848,Fen,Bratsberg,50475,Senior Engineer,1992-04-20
10878,Lakshmi,Deville,72102,Staff,1997-04-25
10879,Muzhong,Chleq,65651,Senior Engineer,1985-08-15
10883,Shimshon,Champarnaud,40000,Engineer,1996-12-28
10909,Georgi,Atchley,80935,Engineer,1993-12-26
10909,Georgi,Atchley,80935,Senior Engineer,2000-12-26
10921,Mara,Bahi,72601,Engineer,1986-07-27
10921,Mara,Bahi,72601,Senior Engineer,1995-07-27
10924,Hironoby,Atchley,84783,Senior Staff,1997-08-14
10924,Hironoby,Atchley,84783,Staff,1988-08-14
10927,Gal,Scallan,51819,Senior Staff,1993-09-12
10927,Gal,Scallan,51819,Staff,1986-09-12
10936,Mountaz,Schicker,40000,Senior Staff,1996-05-08
10936,Mountaz,Schicker,40000,Staff,1990-05-09
10943,Berna,Skafidas,45890,Engineer,1993-05-22
10943,Berna,Skafidas,45890,Senior Engineer,1999-05-22
10965,Eckart,Braunschweig,61654,Senior Staff,1986-07-29
10969,Premal,Noriega,40000,Senior Engineer,1994-05-12
10974,Muneo,Papsdorf,56005,Senior Engineer,1999-05-17
10986,Masako,Schiper,43900,Technique Leader,1985-10-11
10988,Chinya,Deyuan,54174,Senior Engineer,1985-06-19
10989,Sumali,Candan,46406,Senior Staff,1991-07-20
10989,Sumali,Candan,46406,Staff,1985-07-20
10990,Shin,Foote,40000,Technique Leader,1990-08-06
11009,Alper,Axelband,75111,Senior Staff,1993-09-09
11009,Alper,Axelband,75111,Staff,1986-09-09
11012,Taegyun,Speckmann,72092,Staff,1996-07-06
11019,Leon,Huttel,69387,Engineer,1992-05-24
11019,Leon,Huttel,69387,Senior Engineer,1997-05-24
11021,Srinidhi,Henders,62670,Staff,1998-02-02
11027,Remzi,Cappello,40000,Assistant Engineer,1986-05-07
11027,Remzi,Cappello,40000,Engineer,1991-05-07
11027,Remzi,Cappello,40000,Senior Engineer,1996-05-06
11031,Ottavia,Walstra,71654,Senior Staff,1993-10-24
11031,Ottavia,Walstra,71654,Staff,1985-10-24
11037,Lansing,Maliniak,40000,Engineer,1988-01-28
11037,Lansing,Maliniak,40000,Senior Engineer,1995-01-28
11038,Jinya,Beidas,44993,Senior Staff,1992-07-15
11038,Jinya,Beidas,44993,Staff,1985-07-15
11042,Gou,Breugel,40000,Engineer,1993-06-21
11042,Gou,Breugel,40000,Senior Engineer,2000-06-21
11048,Jaques,Demke,65697,Senior Staff,1999-05-27
11050,Elvis,Katiyar,52251,Senior Staff,1991-05-06
11050,Elvis,Katiyar,52251,Staff,1986-05-06
11051,Przemyslawa,Erol,40000,Engineer,1991-03-27
11051,Przemyslawa,Erol,40000,Senior Engineer,2000-03-26
11070,Adib,Raney,40000,Engineer,1985-07-24
11070,Adib,Raney,40000,Senior Engineer,1991-07-24
11081,Barry,Boyle,65686,Senior Staff,1994-06-17
11081,Barry,Boyle,65686,Staff,1985-06-17
11085,Hailing,Thummel,66437,Senior Engineer,1996-02-10
11100,Berna,Cochrane,40000,Senior Staff,1993-10-13
11100,Berna,Cochrane,40000,Staff,1986-10-13
11106,Aris,Iwayama,71446,Assistant Engineer,1985-08-31
11106,Aris,Iwayama,71446,Engineer,1991-08-31
11106,Aris,Iwayama,71446,Senior Engineer,1997-08-30
11112,Boaz,Mukaidono,40000,Staff,1995-04-28
11113,Shahab,Peng,66401,Senior Staff,1991-11-30
11113,Shahab,Peng,66401,Staff,1985-11-30
11121,Vugranam,Kakkad,40000,Engineer,1992-10-31
11121,Vugranam,Kakkad,40000,Senior Engineer,1999-11-01
11133,Nalini,Azulay,40000,Technique Leader,1994-03-06
11134,Sachar,Rajcani,58731,Engineer,1993-05-19
11134,Sachar,Rajcani,58731,Senior Engineer,2002-05-19
11137,Hugh,Luca,40000,Engineer,1995-03-16
11139,Bogdan,Homond,63596,Senior Staff,1995-05-11
11139,Bogdan,Homond,63596,Staff,1990-05-11
11146,Ishfaq,Masand,96019,Senior Staff,1997-08-21
11146,Ishfaq,Masand,96019,Staff,1991-08-22
11148,Zhanqiu,Botman,56344,Senior Staff,1997-02-08
11148,Zhanqiu,Botman,56344,Staff,1990-02-08
11162,Kauko,Narlikar,69873,Engineer,1985-03-28
11162,Kauko,Narlikar,69873,Senior Engineer,1990-03-28
11180,Mitsuyuki,Bojadziev,40000,Engineer,1986-06-11
11180,Mitsuyuki,Bojadziev,40000,Senior Engineer,1992-06-10
11197,Tadahiro,Fordan,88741,Senior Staff,1989-09-12
11204,Diederik,Covnot,40000,Technique Leader,1985-09-18
11207,Saeed,Gips,49728,Engineer,1999-01-31
11208,Saniya,Valtorta,83660,Technique Leader,1994-11-17
11211,Yurij,Rissland,72668,Senior Engineer,1985-09-17
11217,Kellie,Mawatari,40000,Senior Engineer,1990-03-11
11232,Hidefumi,Crelier,43863,Senior Staff,2000-08-01
11232,Hidefumi,Crelier,43863,Staff,1994-08-02
11240,Kiam,Condotta,61739,Assistant Engineer,1989-01-06
11240,Kiam,Condotta,61739,Engineer,1997-01-06
11249,Randi,Cyre,43324,Assistant Engineer,1986-09-22
11249,Randi,Cyre,43324,Engineer,1994-09-22
11251,Bezalel,Chinal,69432,Senior Staff,1993-06-15
11251,Bezalel,Chinal,69432,Staff,1986-06-15
11268,Aimee,Petersohn,40000,Engineer,1987-10-25
11268,Aimee,Petersohn,40000,Senior Engineer,1995-10-25
11275,Hitomi,Eppinger,58382,Engineer,1989-04-25
11275,Hitomi,Eppinger,58382,Senior Engineer,1998-04-25
11290,Visit,Dredge,65034,Engineer,1999-05-13
11295,Abdelkader,Lanzelotte,66622,Senior Staff,1990-05-15
11295,Abdelkader,Lanzelotte,66622,Staff,1985-05-15
11319,Pranas,Marrakchi,40000,Assistant Engineer,1998-11-01
11320,Atilio,McAlpine,45118,Senior Staff,1998-04-06
11320,Atilio,McAlpine,45118,Staff,1990-04-06
11322,Nathalie,Pocchiola,43021,Assistant Engineer,1985-07-07
11322,Nathalie,Pocchiola,43021,Engineer,1992-07-07
11322,Nathalie,Pocchiola,43021,Senior Engineer,1999-07-08
11324,Kauko,Billingsley,54288,Senior Engineer,1985-08-29
11338,Kwangsub,Hanratty,82210,Senior Staff,1998-10-28
11339,Flemming,Massonet,40000,Senior Engineer,1989-12-19
11347,Anneli,Jonsson,41524,Engineer,1986-04-20
11347,Anneli,Jonsson,41524,Senior Engineer,1992-04-19
11365,Toshimi,Shinomoto,56463,Engineer,1997-12-18
11376,Valery,Suomi,46964,Senior Staff,1994-03-14
11376,Valery,Suomi,46964,Staff,1986-03-14
11380,Kenroku,Pelc,53345,Assistant Engineer,1991-04-19
11380,Kenroku,Pelc,53345,Engineer,1996-04-18
11380,Kenroku,Pelc,53345,Senior Engineer,2001-04-18
11385,Shiv,Ullian,40000,Engineer,1999-08-08
11386,Alselm,Assaf,47726,Engineer,1987-11-30
11386,Alselm,Assaf,47726,Senior Engineer,1993-11-29
11393,Junsik,Junot,40000,Engineer,1985-04-30
11393,Junsik,Junot,40000,Senior Engineer,1992-04-30
11398,Oscar,Peir,44625,Senior Staff,2001-09-07
11398,Oscar,Peir,44625,Staff,1994-09-07
11404,Bedrich,Borovoy,42907,Technique Leader,1990-09-25
11415,Sanjiv,Anido,40000,Engineer,1996-12-07
11421,Josyula,Msuda,52416,Engineer,1986-09-02
11421,Josyula,Msuda,52416,Senior Engineer,1995-09-02
11441,Marlo,Aingworth,67352,Senior Staff,1987-03-27
11449,Kotesh,Asser,61434,Engineer,1995-02-03
11449,Kotesh,Asser,61434,Senior Engineer,2000-02-03
11459,Duke,Suomi,40000,Senior Staff,1992-05-02
11459,Duke,Suomi,40000,Staff,1986-05-03
11469,Guttorm,Giaccio,44625,Engineer,1994-09-08
11469,Guttorm,Giaccio,44625,Senior Engineer,1999-09-08
11506,Rance,Picel,89747,Staff,1996-04-08
11509,Aleksander,Feldhoffer,40000,Engineer,1987-11-12
11509,Aleksander,Feldhoffer,40000,Senior Engineer,1992-11-11
11513,Otmar,Mahnke,82525,Senior Staff,1998-08-25
11513,Otmar,Mahnke,82525,Staff,1992-08-25
11515,Ulf,Basawa,70182,Staff,1998-09-21
11518,Jinxi,Oxman,40000,Senior Staff,1999-09-22
11518,Jinxi,Oxman,40000,Staff,1994-09-22
11524,Xiadong,Standera,41081,Senior Engineer,1996-07-05
11527,Alagu,Boyle,60212,Staff,1999-01-28
11528,Zito,Dolinsky,44026,Technique Leader,1987-06-15
11537,DAIDA,Pehl,96023,Senior Staff,1986-07-06
11554,Subhash,Taubenfeld,46065,Staff,1998-07-15
11555,Kotesh,Perfilyeva,40000,Senior Staff,1991-10-14
11555,Kotesh,Perfilyeva,40000,Staff,1986-10-14
11567,Teiji,Mitzlaff,86261,Senior Staff,1996-02-03
11567,Teiji,Mitzlaff,86261,Staff,1988-02-03
11568,Martins,Fujisaki,54673,Engineer,1992-03-13
11568,Martins,Fujisaki,54673,Senior Engineer,2000-03-13
11603,Herb,Swen,69180,Senior Staff,1994-04-13
11603,Herb,Swen,69180,Staff,1985-04-13
11607,Tomokazu,Foong,49584,Engineer,1995-04-19
11615,Shem,Isaak,46591,Senior Staff,2000-08-28
11615,Shem,Isaak,46591,Staff,1991-08-29
11624,Adil,Gammage,42001,Engineer,1989-07-15
11624,Adil,Gammage,42001,Senior Engineer,1996-07-15
11628,Fan,Malinowski,43966,Engineer,1988-10-23
11628,Fan,Malinowski,43966,Senior Engineer,1997-10-23
11640,Valeri,Coorg,52520,Senior Engineer,1988-09-26
11647,Magy,Nitsche,40000,Engineer,1988-05-11
11647,Magy,Nitsche,40000,Senior Engineer,1993-05-11
11660,Gill,Stenning,65758,Senior Staff,1994-11-22
11660,Gill,Stenning,65758,Staff,1986-11-22
11673,Henk,Felder,40000,Technique Leader,1989-06-10
11676,Valeri,Ferriere,43310,Engineer,1998-07-15
11681,Fumitake,Benzmuller,40000,Engineer,1988-08-27
11681,Fumitake,Benzmuller,40000,Senior Engineer,1995-08-28
11684,Oksana,Gide,68753,Senior Staff,1995-02-21
11684,Oksana,Gide,68753,Staff,1986-02-21
11696,Dante,Rothe,51633,Senior Staff,1994-10-23
11696,Dante,Rothe,51633,Staff,1985-10-23
11732,Sanjoy,Ranft,40000,Senior Engineer,1996-12-22
11735,Amalendu,Picci,40000,Senior Staff,1997-07-14
11735,Amalendu,Picci,40000,Staff,1988-07-14
11746,Koichi,Marrakchi,55951,Senior Staff,1995-11-18
11746,Koichi,Marrakchi,55951,Staff,1988-11-17
11751,Jiafu,Emiris,40000,Senior Staff,1993-11-03
11751,Jiafu,Emiris,40000,Staff,1988-11-03
11764,Sanjay,Anick,64875,Engineer,1991-12-16
11764,Sanjay,Anick,64875,Senior Engineer,1996-12-15
11769,Chandrasekaran,Lampe,40000,Senior Staff,2001-10-22
11769,Chandrasekaran,Lampe,40000,Staff,1993-10-22
11772,Gaurav,Penz,61295,Engineer,1999-11-07
11797,Chenxi,Thambidurai,88050,Senior Staff,1996-08-30
11797,Chenxi,Thambidurai,88050,Staff,1988-08-30
11810,Amabile,Bhattacharjee,41256,Senior Engineer,1992-01-05
11817,Niranjan,Markovitch,50638,Senior Staff,1993-04-12
11817,Niranjan,Markovitch,50638,Staff,1986-04-12
11832,Arto,Zlotek,40000,Engineer,1996-02-04
11844,Shawna,Demeyer,78049,Engineer,1988-01-27
11844,Shawna,Demeyer,78049,Senior Engineer,1995-01-27
11853,Zeljko,Kusakabe,61941,Senior Staff,1996-11-17
11853,Zeljko,Kusakabe,61941,Staff,1988-11-17
11857,Divier,Farrag,94805,Senior Staff,1986-08-27
11864,Pradeep,Kriebel,52517,Staff,1995-11-02
11871,Nalini,Sommen,67424,Engineer,1993-10-13
11871,Nalini,Sommen,67424,Senior Engineer,1998-10-13
11872,Cheong,Riexinger,43159,Senior Staff,2002-02-12
11872,Cheong,Riexinger,43159,Staff,1994-02-12
11894,Mitchel,Validov,56198,Senior Engineer,1988-06-22
11897,Cordelia,Setlzner,80049,Senior Staff,1997-06-16
11897,Cordelia,Setlzner,80049,Staff,1988-06-16
11906,Hideo,Boguraev,81324,Engineer,1999-02-07
11915,Miomir,Mawatari,58042,Engineer,1992-06-28
11915,Miomir,Mawatari,58042,Senior Engineer,2001-06-28
11931,Gunilla,Chiodo,73369,Senior Staff,2000-01-13
11931,Gunilla,Chiodo,73369,Staff,1991-01-13
11933,Basil,Erman,56130,Engineer,1987-06-13
11933,Basil,Erman,56130,Senior Engineer,1992-06-12
11949,Martijn,Harbusch,40000,Technique Leader,1985-03-11
11983,Jaana,Hedayat,40000,Engineer,1986-10-11
11983,Jaana,Hedayat,40000,Senior Engineer,1994-10-11
11993,Marit,Dalphin,56505,Senior Staff,1996-10-22
12011,Zhilian,Coorg,85833,Senior Staff,1997-07-22
12011,Zhilian,Coorg,85833,Staff,1988-07-22
12036,Mads,Ratzlaff,67143,Senior Staff,1995-09-05
12036,Mads,Ratzlaff,67143,Staff,1986-09-05
12037,Arunas,Katzenelson,47805,Senior Staff,1992-09-30
12037,Arunas,Katzenelson,47805,Staff,1986-10-01
12050,Yuchang,Tchuente,46704,Assistant Engineer,1989-04-01
12050,Yuchang,Tchuente,46704,Engineer,1996-04-01
12062,Margareta,Worfolk,44199,Senior Staff,1996-01-04
12069,Ayonca,Burnard,51928,Assistant Engineer,1985-05-13
12069,Ayonca,Burnard,51928,Engineer,1990-05-13
12069,Ayonca,Burnard,51928,Senior Engineer,1995-05-13
12070,Ger,Shokrollahi,50233,Technique Leader,1988-11-14
12076,Karlis,Siprelle,75381,Senior Staff,1985-03-25
12082,Xinan,Yamaashi,72118,Senior Staff,1992-01-29
12082,Xinan,Yamaashi,72118,Staff,1986-01-29
12089,Bilhanan,Socorro,46288,Senior Staff,1994-10-22
12089,Bilhanan,Socorro,46288,Staff,1986-10-22
12099,Nobuyoshi,Kuzuoka,104610,Senior Staff,1999-02-15
12099,Nobuyoshi,Kuzuoka,104610,Staff,1994-02-15
12112,Satyanarayana,Avouris,76538,Senior Staff,1997-09-26
12112,Satyanarayana,Avouris,76538,Staff,1989-09-26
12122,Satoru,Krone,46398,Engineer,1987-07-24
12122,Satoru,Krone,46398,Senior Engineer,1992-07-23
12123,Xiahua,Syrzycki,64879,Senior Staff,1994-07-18
12123,Xiahua,Syrzycki,64879,Staff,1987-07-18
12125,Shounak,Erman,41215,Engineer,1997-03-31
12149,Suebskul,Grandbois,109934,Senior Staff,1988-10-01
12159,Shem,Perly,61210,Senior Engineer,1985-07-17
12165,Xiaobin,Maquelin,41951,Senior Engineer,1994-08-29
12183,Harngdar,Iisaku,40000,Engineer,1998-04-04
12192,Feiyu,Klyachko,41625,Engineer,1986-09-02
12192,Feiyu,Klyachko,41625,Senior Engineer,1991-09-02
12205,Sushant,Rossi,40000,Senior Engineer,1987-11-11
12206,Barton,Janetzko,40000,Assistant Engineer,1985-03-27
12206,Barton,Janetzko,40000,Engineer,1993-03-27
12206,Barton,Janetzko,40000,Senior Engineer,2001-03-27
12218,Yaghout,Strooper,40000,Engineer,1991-03-12
12218,Yaghout,Strooper,40000,Senior Engineer,2000-03-11
12221,Vincent,Melter,56736,Engineer,1985-09-16
12221,Vincent,Melter,56736,Senior Engineer,1991-09-16
12222,Abdelwaheb,Holburn,55840,Senior Staff,1996-08-14
12222,Abdelwaheb,Holburn,55840,Staff,1987-08-15
12223,Niteen,Koyama,54459,Engineer,1986-08-13
12223,Niteen,Koyama,54459,Senior Engineer,1995-08-13
12247,Subbu,Penttonen,59183,Technique Leader,1985-04-09
12249,Eldridge,Sadowski,70099,Engineer,1987-06-21
12249,Eldridge,Sadowski,70099,Senior Engineer,1996-06-20
12256,Guadalupe,Reghbati,40000,Senior Staff,1992-08-26
12256,Guadalupe,Reghbati,40000,Staff,1985-08-26
12264,Mart,Pagter,51816,Engineer,1998-01-09
12270,Shakhar,Kornyak,52840,Senior Staff,1996-08-19
12270,Shakhar,Kornyak,52840,Staff,1989-08-19
12272,Behnaam,Grandbois,43811,Senior Staff,1992-12-07
12272,Behnaam,Grandbois,43811,Staff,1987-12-08
12308,Mototsugu,Cronau,58741,Senior Staff,1991-08-11
12308,Mototsugu,Cronau,58741,Staff,1985-08-11
12311,Susanne,Lubachevsky,40000,Senior Engineer,1985-10-22
12327,DAIDA,Bruckman,67449,Engineer,1986-10-16
12327,DAIDA,Bruckman,67449,Senior Engineer,1992-10-15
12341,Rasiah,Luga,40000,Engineer,1985-05-25
12341,Rasiah,Luga,40000,Senior Engineer,1990-05-25
12343,Sorina,Slaats,52134,Senior Staff,1997-08-25
12343,Sorina,Slaats,52134,Staff,1988-08-25
12365,Kamakshi,Bisiani,40000,Engineer,1988-09-12
12365,Kamakshi,Bisiani,40000,Senior Engineer,1994-09-12
12373,Mooi,Driscoll,75986,Senior Staff,1993-11-11
12395,Sanjit,Felder,66909,Senior Staff,1995-06-05
12399,Mihalis,Luga,85582,Senior Staff,1996-12-06
12399,Mihalis,Luga,85582,Staff,1987-12-07
12411,Shao,Ibel,97610,Senior Staff,1991-08-17
12411,Shao,Ibel,97610,Staff,1986-08-17
12413,Hugh,Gadepally,53179,Engineer,1994-03-04
12413,Hugh,Gadepally,53179,Senior Engineer,1999-03-04
12417,Dannz,Spelt,67342,Senior Engineer,1998-02-02
12422,Berhard,Demos,71376,Senior Staff,2001-06-07
12422,Berhard,Demos,71376,Staff,1993-06-07
12454,Kerryn,Farris,41347,Staff,1998-12-18
12464,Shai,Milicic,50448,Staff,1998-06-01
12475,Filipe,Roison,40000,Engineer,1987-04-26
12475,Filipe,Roison,40000,Senior Engineer,1996-04-25
12487,Mona,Reghbati,40000,Senior Staff,1998-12-07
12489,Arnould,Munck,63306,Senior Engineer,1986-04-11
12490,Jackson,Muchinsky,40000,Engineer,1994-05-09
12490,Jackson,Muchinsky,40000,Senior Engineer,2000-05-08
12497,Stein,Penz,81191,Senior Staff,1997-09-25
12497,Stein,Penz,81191,Staff,1989-09-25
12501,Morrie,Matheson,76082,Senior Staff,1986-06-05
12504,Adly,Rosaz,40000,Engineer,1997-08-14
12514,Tomofumi,Melter,54241,Engineer,1999-11-13
12528,Conor,Cincotta,40000,Senior Staff,1997-09-24
12528,Conor,Cincotta,40000,Staff,1988-09-24
12534,Yongmao,Gerlach,66715,Senior Engineer,1985-08-14
12541,Shih,Nanard,93105,Senior Staff,1996-08-31
12541,Shih,Nanard,93105,Staff,1988-08-31
12542,Kazuhide,Bouloucos,44176,Senior Staff,1993-09-11
12542,Kazuhide,Bouloucos,44176,Staff,1987-09-12
12551,Jeane,Tzvieli,40000,Engineer,1987-12-04
12551,Jeane,Tzvieli,40000,Senior Engineer,1993-12-03
12553,Aral,Vesna,40000,Senior Staff,1987-02-28
12557,Stafford,Kopetz,41840,Senior Engineer,1988-03-20
12589,Anoosh,Chleq,59441,Engineer,1988-09-08
12589,Anoosh,Chleq,59441,Senior Engineer,1997-09-08
12596,Breannda,Roisin,40000,Senior Staff,1996-09-29
12601,Ghassan,Simkin,41714,Assistant Engineer,1992-07-09
12601,Ghassan,Simkin,41714,Engineer,1997-07-09
12601,Ghassan,Simkin,41714,Senior Engineer,2002-07-09
12608,Nectarios,Mondadori,40000,Senior Staff,2000-02-22
12608,Nectarios,Mondadori,40000,Staff,1991-02-22
12635,Xinyu,Restivo,40000,Engineer,1995-02-03
12635,Xinyu,Restivo,40000,Senior Engineer,2000-02-03
12638,Yuqun,Seiwald,56677,Engineer,1999-04-29
12642,Suebskul,Gips,68271,Senior Staff,2001-10-28
12642,Suebskul,Gips,68271,Staff,1996-10-28
12651,Pragnesh,Bael,75150,Senior Staff,1988-01-27
12662,Leucio,Alvarado,69016,Assistant Engineer,1985-08-27
12662,Leucio,Alvarado,69016,Engineer,1994-08-27
12663,Nobuyoshi,Stellhorn,49966,Technique Leader,1986-09-29
12664,Zhonghua,Parveen,40000,Staff,1999-08-04
12689,Luerbio,Boudaillier,59689,Engineer,1992-11-23
12689,Luerbio,Boudaillier,59689,Senior Engineer,2001-11-23
12691,Oddvar,Gils,48493,Engineer,1992-08-25
